4.990134e+01   0.000000e+00   3.139526e+00
4.881087e+01   1.037507e+01   3.139526e+00
4.558714e+01   2.029670e+01   3.139526e+00
4.037103e+01   2.933127e+01   3.139526e+00
3.339051e+01   3.708392e+01   3.139526e+00
2.495067e+01   4.321583e+01   3.139526e+00
1.542036e+01   4.745899e+01   3.139604e+00
5.216049e+00   4.962739e+01   3.148846e+00
-5.214791e+00   4.961542e+01   3.334018e+00
-1.539174e+01   4.737090e+01   4.369505e+00
-2.477565e+01   4.291269e+01   6.683454e+00
-3.286280e+01   3.649784e+01   9.377860e+00
-3.939240e+01   2.862025e+01   1.136309e+01
-4.424712e+01   1.970009e+01   1.241365e+01
-4.726823e+01   1.004717e+01   1.283624e+01
-4.829034e+01   5.913862e-15   1.296313e+01
-4.722845e+01   -1.003872e+01   1.298838e+01
-4.410864e+01   -1.963843e+01   1.299077e+01
-3.906169e+01   -2.837998e+01   1.299081e+01
-3.230758e+01   -3.588120e+01   1.299077e+01
-2.414178e+01   -4.181479e+01   1.298838e+01
-1.492254e+01   -4.592685e+01   1.296313e+01
-5.051257e+00   -4.805950e+01   1.283624e+01
5.062784e+00   -4.816918e+01   1.241365e+01
1.504656e+01   -4.630855e+01   1.136309e+01
2.455634e+01   -4.253283e+01   9.377860e+00
3.315629e+01   -3.682379e+01   6.683454e+00
4.029609e+01   -2.927682e+01   4.369505e+00
4.557561e+01   -2.029157e+01   3.334018e+00
4.881030e+01   -1.037495e+01   3.148846e+00
4.990133e+01   -1.222230e-14   3.139604e+00

4.960574e+01   0.000000e+00   6.266662e+00
4.844598e+01   1.066377e+01   6.266662e+00
4.502095e+01   2.082891e+01   6.266662e+00
3.949078e+01   3.002011e+01   6.266662e+00
3.211407e+01   3.780761e+01   6.266662e+00
2.323575e+01   4.382726e+01   6.266662e+00
1.327093e+01   4.779758e+01   6.266861e+00
2.685479e+00   4.953075e+01   6.284346e+00
-8.019374e+00   4.891601e+01   6.550815e+00
-1.828496e+01   4.589179e+01   7.720367e+00
-2.751058e+01   4.057507e+01   9.840289e+00
-3.525501e+01   3.339532e+01   1.190951e+01
-4.131780e+01   2.486009e+01   1.322179e+01
-4.553530e+01   1.534263e+01   1.382535e+01
-4.770913e+01   5.188681e+00   1.403269e+01
-4.769458e+01   -5.187099e+00   1.408264e+01
-4.546255e+01   -1.531812e+01   1.408944e+01
-4.110664e+01   -2.473305e+01   1.408972e+01
-3.482872e+01   -3.299152e+01   1.408971e+01
-2.692235e+01   -3.970749e+01   1.408909e+01
-1.775815e+01   -4.456961e+01   1.407828e+01
-7.765088e+00   -4.736494e+01   1.400948e+01
2.602634e+00   -4.800277e+01   1.374629e+01
1.291459e+01   -4.651416e+01   1.302483e+01
2.278738e+01   -4.298155e+01   1.154649e+01
3.179416e+01   -3.743098e+01   9.383657e+00
3.936733e+01   -2.992626e+01   7.391356e+00
4.499983e+01   -2.081914e+01   6.448180e+00
4.844494e+01   -1.066354e+01   6.275104e+00
4.960573e+01   -1.214990e-14   6.266724e+00

4.911436e+01   0.000000e+00   9.369066e+00
4.788296e+01   1.092897e+01   9.369066e+00
4.425051e+01   2.130992e+01   9.369066e+00
3.839915e+01   3.062230e+01   9.369066e+00
3.062230e+01   3.839915e+01   9.369066e+00
2.130992e+01   4.425051e+01   9.369066e+00
1.092895e+01   4.788287e+01   9.369559e+00
3.007012e-15   4.910823e+01   9.401171e+00
-1.091184e+01   4.780790e+01   9.764063e+00
-2.116198e+01   4.394331e+01   1.100710e+01
-3.013054e+01   3.778250e+01   1.283096e+01
-3.745340e+01   2.986809e+01   1.432270e+01
-4.293535e+01   2.067658e+01   1.513390e+01
-4.635966e+01   1.058129e+01   1.545374e+01
-4.752231e+01   5.819804e-15   1.554447e+01
-4.632565e+01   -1.057353e+01   1.556067e+01
-4.281098e+01   -2.061668e+01   1.556190e+01
-3.714997e+01   -2.962611e+01   1.556190e+01
-2.962614e+01   -3.715000e+01   1.556180e+01
-2.061726e+01   -4.281219e+01   1.555780e+01
-1.057626e+01   -4.633762e+01   1.552312e+01
-8.740355e-15   -4.758028e+01   1.536611e+01
1.062161e+01   -4.653633e+01   1.488460e+01
2.085081e+01   -4.329715e+01   1.380582e+01
3.024871e+01   -3.793068e+01   1.209457e+01
3.823747e+01   -3.049337e+01   1.039473e+01
4.422108e+01   -2.129575e+01   9.538710e+00
4.788154e+01   -1.092865e+01   9.376737e+00
4.911435e+01   -1.202955e-14   9.369115e+00

4.842916e+01   0.000000e+00   1.243449e+01
4.712374e+01   1.116853e+01   1.243449e+01
4.327788e+01   2.173497e+01   1.243449e+01
3.709889e+01   3.112966e+01   1.243449e+01
2.891989e+01   3.884615e+01   1.243449e+01
1.918181e+01   4.446843e+01   1.243450e+01
8.409582e+00   4.769311e+01   1.243567e+01
-2.815075e+00   4.833297e+01   1.248997e+01
-1.385045e+01   4.626371e+01   1.295509e+01
-2.397176e+01   4.152030e+01   1.419224e+01
-3.258586e+01   3.453899e+01   1.565950e+01
-3.938616e+01   2.590468e+01   1.666367e+01
-4.414178e+01   1.606629e+01   1.712827e+01
-4.660120e+01   5.446899e+00   1.728177e+01
-4.658873e+01   -5.445442e+00   1.731581e+01
-4.407576e+01   -1.604226e+01   1.731974e+01
-3.918806e+01   -2.577439e+01   1.731984e+01
-3.218776e+01   -3.411703e+01   1.731983e+01
-2.345243e+01   -4.062079e+01   1.731863e+01
-1.345415e+01   -4.493998e+01   1.730272e+01
-2.729517e+00   -4.686399e+01   1.721383e+01
8.171226e+00   -4.634133e+01   1.690303e+01
1.874464e+01   -4.345496e+01   1.613397e+01
2.851953e+01   -3.830838e+01   1.480216e+01
3.690813e+01   -3.096960e+01   1.336690e+01
4.324120e+01   -2.171655e+01   1.259326e+01
4.712200e+01   -1.116812e+01   1.244149e+01
4.842915e+01   -1.186172e-14   1.243453e+01

4.755283e+01   0.000000e+00   1.545085e+01
4.617103e+01   1.138014e+01   1.545085e+01
4.210594e+01   2.209890e+01   1.545085e+01
3.559380e+01   3.153336e+01   1.545085e+01
2.701308e+01   3.913521e+01   1.545085e+01
1.686246e+01   4.446266e+01   1.545086e+01
5.731754e+00   4.720524e+01   1.545355e+01
-5.728295e+00   4.717676e+01   1.554156e+01
-1.678601e+01   4.426107e+01   1.609931e+01
-2.666011e+01   3.862383e+01   1.724639e+01
-3.481561e+01   3.084394e+01   1.834460e+01
-4.096218e+01   2.149861e+01   1.897127e+01
-4.481927e+01   1.104696e+01   1.921451e+01
-4.613356e+01   5.649732e-15   1.927937e+01
-4.478885e+01   -1.103946e+01   1.928962e+01
-4.084523e+01   -2.143723e+01   1.929020e+01
-3.452808e+01   -3.058921e+01   1.929021e+01
-2.620434e+01   -3.796354e+01   1.928994e+01
-1.635858e+01   -4.313402e+01   1.928350e+01
-5.562952e+00   -4.581503e+01   1.923633e+01
5.572582e+00   -4.589434e+01   1.904352e+01
1.647057e+01   -4.342933e+01   1.850982e+01
2.660827e+01   -3.854873e+01   1.749272e+01
3.538218e+01   -3.134588e+01   1.629531e+01
