0.000000e+00   1.570796e+00
2.026834e-01   1.570796e+00
4.053668e-01   1.570796e+00
6.080502e-01   1.570796e+00
8.107336e-01   1.570796e+00
1.013417e+00   1.570796e+00
1.216100e+00   1.570796e+00
1.418784e+00   1.570721e+00
1.621467e+00   1.568762e+00
1.824151e+00   1.554895e+00
2.026834e+00   1.516757e+00
2.229517e+00   1.463562e+00
2.432201e+00   1.417715e+00
2.634884e+00   1.389785e+00
2.837568e+00   1.376832e+00
3.040251e+00   1.372200e+00
3.242934e+00   1.370996e+00
3.445618e+00   1.370807e+00
3.648301e+00   1.370796e+00
3.850985e+00   1.370796e+00
4.053668e+00   1.370801e+00
4.256351e+00   1.370920e+00
4.459035e+00   1.371793e+00
4.661718e+00   1.375436e+00
4.864402e+00   1.386210e+00
5.067085e+00   1.410658e+00
5.269768e+00   1.453209e+00
5.472452e+00   1.506595e+00
5.675135e+00   1.549321e+00
5.877819e+00   1.567458e+00
6.080502e+00   1.570631e+00
6.283185e+00   1.570795e+00

0.000000e+00   1.507964e+00
2.094395e-01   1.507964e+00
4.188790e-01   1.507964e+00
6.283185e-01   1.507964e+00
8.377580e-01   1.507964e+00
1.047198e+00   1.507964e+00
1.256637e+00   1.507963e+00
1.466077e+00   1.507815e+00
1.675516e+00   1.504846e+00
1.884956e+00   1.488229e+00
2.094395e+00   1.450974e+00
2.303835e+00   1.407290e+00
2.513274e+00   1.374818e+00
2.722714e+00   1.357512e+00
2.932153e+00   1.350524e+00
3.141593e+00   1.348423e+00
3.351032e+00   1.348005e+00
3.560472e+00   1.347965e+00
3.769911e+00   1.347964e+00
3.979351e+00   1.347965e+00
4.188790e+00   1.348005e+00
4.398230e+00   1.348423e+00
4.607669e+00   1.350524e+00
4.817109e+00   1.357512e+00
5.026548e+00   1.374818e+00
5.235988e+00   1.407290e+00
5.445427e+00   1.450974e+00
5.654867e+00   1.488229e+00
5.864306e+00   1.504846e+00
6.073746e+00   1.507815e+00
6.283185e+00   1.507963e+00

